term_1	term_2	weight
2662	GO:0001819	GO:0032501	0.9396552
2663	GO:0001819	GO:0032502	0.5517241
2664	GO:0001819	GO:0032606	0.7567568
2665	GO:0001819	GO:0032608	0.8636364
2666	GO:0001819	GO:0032609	0.8571429
2667	GO:0001819	GO:0032611	0.7500000
2668	GO:0001819	GO:0032612	0.7600000
2669	GO:0001819	GO:0032615	0.8333333
2670	GO:0001819	GO:0032648	0.8636364
2671	GO:0001819	GO:0032649	0.8571429
2672	GO:0001819	GO:0032651	0.7500000
2673	GO:0001819	GO:0032652	0.7600000
2674	GO:0001819	GO:0032655	0.8333333
2675	GO:0001819	GO:0032728	1.0000000
2676	GO:0001819	GO:0032731	1.0000000
2677	GO:0001819	GO:0032732	1.0000000
2678	GO:0001819	GO:0032735	1.0000000
2679	GO:0001819	GO:0032760	1.0000000
2680	GO:0001819	GO:0032943	0.6500000
2681	GO:0001819	GO:0032944	0.7500000
2682	GO:0001819	GO:0034097	0.5086207
2683	GO:0001819	GO:0035458	0.6250000
2684	GO:0001819	GO:0035556	0.5431034
2685	GO:0001819	GO:0039528	0.6000000
2686	GO:0001819	GO:0042129	0.6756757
2687	GO:0001819	GO:0042612	0.5714286
2688	GO:0001819	GO:0043207	0.7500000
2689	GO:0001819	GO:0044419	0.7844828
2690	GO:0001819	GO:0045087	0.5603448
2691	GO:0001819	GO:0046651	0.6500000
2692	GO:0001819	GO:0048518	0.9741379
2693	GO:0001819	GO:0048519	0.6724138
2694	GO:0001819	GO:0048522	0.8706897
2695	GO:0001819	GO:0048583	0.8793103
2696	GO:0001819	GO:0048584	0.8103448
2697	GO:0001819	GO:0050670	0.6521739
2698	GO:0001819	GO:0050776	0.6724138
2699	GO:0001819	GO:0050789	0.9827586
2700	GO:0001819	GO:0050794	0.9137931
2701	GO:0001819	GO:0050863	0.5869565
2702	GO:0001819	GO:0050870	0.6956522
2703	GO:0001819	GO:0050896	1.0000000
2704	GO:0001819	GO:0051179	0.5086207
2705	GO:0001819	GO:0051239	0.9827586
2706	GO:0001819	GO:0051240	0.9827586
2707	GO:0001819	GO:0051251	0.5373134
2708	GO:0001819	GO:0051707	0.7500000
2709	GO:0001819	GO:0051716	0.9396552
2710	GO:0001819	GO:0060339	1.0000000
2711	GO:0001819	GO:0060700	0.6666667
2712	GO:0001819	GO:0060760	0.6000000
2713	GO:0001819	GO:0062207	0.5652174
2714	GO:0001819	GO:0062208	0.6250000
2715	GO:0001819	GO:0065007	0.9655172
2716	GO:0001819	GO:0070106	0.6000000
2717	GO:0001819	GO:0070661	0.5689655
2718	GO:0001819	GO:0070663	0.6111111
2719	GO:0001819	GO:0071310	0.6637931
2720	GO:0001819	GO:0071944	0.5862069
2721	GO:0001819	GO:0080134	0.5258621
2722	GO:0001819	GO:0098542	0.6379310
2723	GO:0001819	GO:1903037	0.5507246
2724	GO:0001819	GO:1903039	0.5400000
2725	GO:0001819	GO:1903557	1.0000000
2726	GO:0001819	HPA:0040000	0.5603448
2727	GO:0001819	HPA:0040081	0.5603448
2728	GO:0001819	HPA:0310000	0.5775862
2729	GO:0001819	HPA:0310441	0.5689655
2730	GO:0001819	HPA:0530000	0.5689655
2731	GO:0001819	HPA:0530711	0.5344828
2732	GO:0001819	HPA:0600000	0.6379310
2733	GO:0001819	HPA:0600441	0.5775862
2734	GO:0001819	REAC:R-HSA-168256	0.6551724
2735	GO:0001819	REAC:R-HSA-8983711	0.8000000
2736	GO:0001819	TF:M08775	0.6465517
2737	GO:0001819	WP:WP4868	0.6875000
2738	GO:0001819	WP:WP4880	0.6470588
2739	GO:0001819	WP:WP5088	0.6250000
2740	GO:0001906	GO:0001910	1.0000000
2741	GO:0001906	GO:0001912	1.0000000
2742	GO:0001906	GO:0001913	1.0000000
2743	GO:0001906	GO:0001916	1.0000000
2744	GO:0001906	GO:0002250	0.5428571
2745	GO:0001906	GO:0002252	0.8571429
2746	GO:0001906	GO:0002376	0.9714286
2747	GO:0001906	GO:0002483	0.6363636
2748	GO:0001906	GO:0002682	0.7428571
2749	GO:0001906	GO:0002684	0.6571429
2750	GO:0001906	GO:0002694	0.5714286
2751	GO:0001906	GO:0002696	0.5142857
2752	GO:0001906	GO:0002697	0.6571429
2753	GO:0001906	GO:0005515	1.0000000
2754	GO:0001906	GO:0005886	0.7714286
2755	GO:0001906	GO:0006810	0.5142857
2756	GO:0001906	GO:0006950	0.8857143
2757	GO:0001906	GO:0006952	0.8285714
2758	GO:0001906	GO:0006955	0.9714286
2759	GO:0001906	GO:0007154	0.6571429
2760	GO:0001906	GO:0007165	0.6571429
2761	GO:0001906	GO:0009607	0.8571429
2762	GO:0001906	GO:0012505	0.7428571
2763	GO:0001906	GO:0012506	0.5142857
2764	GO:0001906	GO:0016020	0.9142857
2765	GO:0001906	GO:0019883	0.5833333
2766	GO:0001906	GO:0023052	0.6571429
2767	GO:0001906	GO:0030154	0.5142857
2768	GO:0001906	GO:0030659	0.5142857
2769	GO:0001906	GO:0030881	0.8000000
2770	GO:0001906	GO:0031090	0.6000000
2771	GO:0001906	GO:0031341	1.0000000
2772	GO:0001906	GO:0031343	1.0000000
2773	GO:0001906	GO:0031410	0.7428571
2774	GO:0001906	GO:0031982	0.8285714
2775	GO:0001906	GO:0032101	0.5714286
2776	GO:0001906	GO:0032501	0.7428571
2777	GO:0001906	GO:0032502	0.6285714
2778	GO:0001906	GO:0042605	0.5454545
2779	GO:0001906	GO:0042611	0.5714286
2780	GO:0001906	GO:0042612	0.8571429
2781	GO:0001906	GO:0043207	0.8571429
2782	GO:0001906	GO:0043230	0.6000000
2783	GO:0001906	GO:0044419	0.8857143
2784	GO:0001906	GO:0045087	0.6285714
2785	GO:0001906	GO:0045321	0.6571429
2786	GO:0001906	GO:0048518	0.8285714
2787	GO:0001906	GO:0048519	0.7142857
2788	GO:0001906	GO:0048522	0.8285714
2789	GO:0001906	GO:0048583	0.8000000
2790	GO:0001906	GO:0048584	0.7142857
2791	GO:0001906	GO:0048869	0.5142857
2792	GO:0001906	GO:0050776	0.6857143
2793	GO:0001906	GO:0050778	0.5428571
2794	GO:0001906	GO:0050789	0.9142857
2795	GO:0001906	GO:0050794	0.9142857
2796	GO:0001906	GO:0050865	0.5714286
2797	GO:0001906	GO:0050867	0.5142857
2798	GO:0001906	GO:0050896	1.0000000
2799	GO:0001906	GO:0051179	0.6000000
2800	GO:0001906	GO:0051234	0.5142857
2801	GO:0001906	GO:0051239	0.6000000
2802	GO:0001906	GO:0051249	0.5428571
2803	GO:0001906	GO:0051707	0.8571429
2804	GO:0001906	GO:0051716	0.7142857
2805	GO:0001906	GO:0065007	0.9428571
2806	GO:0001906	GO:0065008	0.5714286
2807	GO:0001906	GO:0065010	0.6000000
2808	GO:0001906	GO:0070062	0.6000000
2809	GO:0001906	GO:0071944	0.8571429
2810	GO:0001906	GO:0097708	0.7428571
2811	GO:0001906	GO:0098542	0.7714286
2812	GO:0001906	GO:0098588	0.5714286
2813	GO:0001906	GO:1903561	0.6000000
2814	GO:0001906	HPA:0040000	0.7142857
2815	GO:0001906	HPA:0040081	0.7142857
2816	GO:0001906	HPA:0040082	0.6000000
2817	GO:0001906	HPA:0300412	0.5142857
2818	GO:0001906	HPA:0310000	0.7428571
2819	GO:0001906	HPA:0310441	0.7428571
2820	GO:0001906	HPA:0310442	0.5714286
2821	GO:0001906	HPA:0530000	0.6857143
2822	GO:0001906	HPA:0530711	0.6571429
2823	GO:0001906	HPA:0530721	0.5142857
2824	GO:0001906	HPA:0600000	0.8000000
2825	GO:0001906	HPA:0600441	0.7142857
2826	GO:0001906	HPA:0600442	0.5142857
2827	GO:0001906	KEGG:04940	0.5333333
2828	GO:0001906	KEGG:05320	0.5333333
2829	GO:0001906	KEGG:05330	0.5333333
2830	GO:0001906	KEGG:05332	0.5333333
2831	GO:0001906	REAC:R-HSA-1236977	0.5555556
2832	GO:0001906	REAC:R-HSA-168256	0.6857143
2833	GO:0001906	TF:M01870	0.6571429
2834	GO:0001906	TF:M02278	0.6571429
2835	GO:0001906	TF:M03579	0.6571429
2836	GO:0001906	TF:M07382	0.6571429
2837	GO:0001906	TF:M08775	0.6571429
2838	GO:0001910	GO:0001912	1.0000000
2839	GO:0001910	GO:0001913	0.8571429
2840	GO:0001910	GO:0001916	1.0000000
2841	GO:0001910	GO:0002250	0.6818182
2842	GO:0001910	GO:0002252	1.0000000
2843	GO:0001910	GO:0002376	1.0000000
2844	GO:0001910	GO:0002483	0.6363636
2845	GO:0001910	GO:0002520	0.6363636
2846	GO:0001910	GO:0002682	1.0000000
2847	GO:0001910	GO:0002683	0.6818182
2848	GO:0001910	GO:0002684	0.8636364
2849	GO:0001910	GO:0002694	0.7272727
2850	GO:0001910	GO:0002696	0.6363636
2851	GO:0001910	GO:0002697	1.0000000
2852	GO:0001910	GO:0002819	0.5454545
2853	GO:0001910	GO:0002831	0.6818182
2854	GO:0001910	GO:0005102	0.5909091
2855	GO:0001910	GO:0005515	1.0000000
2856	GO:0001910	GO:0005886	0.8636364
2857	GO:0001910	GO:0006950	0.8181818
2858	GO:0001910	GO:0006952	0.7727273
2859	GO:0001910	GO:0006955	1.0000000
2860	GO:0001910	GO:0007154	0.6818182
2861	GO:0001910	GO:0007155	0.6363636
2862	GO:0001910	GO:0007159	0.5909091
2863	GO:0001910	GO:0007165	0.6818182
2864	GO:0001910	GO:0007166	0.5454545
2865	GO:0001910	GO:0009607	0.8636364
2866	GO:0001910	GO:0009986	0.5909091
2867	GO:0001910	GO:0012505	0.7272727
2868	GO:0001910	GO:0012506	0.6363636
2869	GO:0001910	GO:0016020	0.9545455
2870	GO:0001910	GO:0019883	0.5833333
2871	GO:0001910	GO:0022407	0.5909091
2872	GO:0001910	GO:0023052	0.6818182
2873	GO:0001910	GO:0030097	0.5909091
2874	GO:0001910	GO:0030154	0.6818182
2875	GO:0001910	GO:0030155	0.6363636
2876	GO:0001910	GO:0030659	0.6363636
2877	GO:0001910	GO:0030881	0.8000000
2878	GO:0001910	GO:0031090	0.6363636
2879	GO:0001910	GO:0031341	1.0000000
2880	GO:0001910	GO:0031343	0.9375000
2881	GO:0001910	GO:0031347	0.6818182
2882	GO:0001910	GO:0031410	0.7272727
2883	GO:0001910	GO:0031982	0.8181818
2884	GO:0001910	GO:0032101	0.7727273
2885	GO:0001910	GO:0032501	0.8636364
2886	GO:0001910	GO:0032502	0.7727273
2887	GO:0001910	GO:0032879	0.5454545
2888	GO:0001910	GO:0042605	0.5454545
2889	GO:0001910	GO:0042611	0.5714286
2890	GO:0001910	GO:0042612	0.8571429
2891	GO:0001910	GO:0043207	0.8636364
2892	GO:0001910	GO:0043230	0.5909091
2893	GO:0001910	GO:0044419	0.8636364
2894	GO:0001910	GO:0045087	0.6363636
2895	GO:0001910	GO:0045088	0.5909091
2896	GO:0001910	GO:0045321	0.8181818
2897	GO:0001910	GO:0045785	0.5454545
2898	GO:0001910	GO:0046649	0.6818182
2899	GO:0001910	GO:0048518	0.9545455
2900	GO:0001910	GO:0048519	0.7727273
2901	GO:0001910	GO:0048522	0.9545455
2902	GO:0001910	GO:0048523	0.5454545
2903	GO:0001910	GO:0048534	0.5909091
2904	GO:0001910	GO:0048583	1.0000000
2905	GO:0001910	GO:0048584	0.9090909
2906	GO:0001910	GO:0048585	0.5909091
2907	GO:0001910	GO:0048869	0.6818182
2908	GO:0001910	GO:0050776	1.0000000
2909	GO:0001910	GO:0050777	0.5454545
2910	GO:0001910	GO:0050778	0.8181818
2911	GO:0001910	GO:0050789	1.0000000
2912	GO:0001910	GO:0050794	1.0000000
2913	GO:0001910	GO:0050865	0.7272727
2914	GO:0001910	GO:0050867	0.6363636
2915	GO:0001910	GO:0050896	1.0000000
2916	GO:0001910	GO:0051179	0.6363636
2917	GO:0001910	GO:0051239	0.7272727
2918	GO:0001910	GO:0051240	0.6363636
2919	GO:0001910	GO:0051249	0.7272727
2920	GO:0001910	GO:0051251	0.6363636
2921	GO:0001910	GO:0051707	0.8636364
2922	GO:0001910	GO:0051716	0.7727273
2923	GO:0001910	GO:0065007	1.0000000
2924	GO:0001910	GO:0065008	0.5454545
2925	GO:0001910	GO:0065010	0.5909091
2926	GO:0001910	GO:0070062	0.5909091
2927	GO:0001910	GO:0071944	0.9545455
2928	GO:0001910	GO:0080134	0.6818182
2929	GO:0001910	GO:0097708	0.7272727
2930	GO:0001910	GO:0098542	0.7272727
2931	GO:0001910	GO:0098552	0.5454545
2932	GO:0001910	GO:0098588	0.6363636
2933	GO:0001910	GO:0098609	0.5909091
2934	GO:0001910	GO:1903037	0.5909091
2935	GO:0001910	GO:1903561	0.5909091
2936	GO:0001910	HPA:0040000	0.5909091
2937	GO:0001910	HPA:0040081	0.5909091
2938	GO:0001910	HPA:0040082	0.5454545
2939	GO:0001910	HPA:0310000	0.6363636
2940	GO:0001910	HPA:0310441	0.6363636
2941	GO:0001910	HPA:0310442	0.5454545
2942	GO:0001910	HPA:0530000	0.5909091
2943	GO:0001910	HPA:0530711	0.5909091
2944	GO:0001910	HPA:0530721	0.5454545
2945	GO:0001910	HPA:0600000	0.6818182
2946	GO:0001910	HPA:0600441	0.6363636
2947	GO:0001910	HPA:0600442	0.5454545
2948	GO:0001910	REAC:R-HSA-1236977	0.5555556
2949	GO:0001910	REAC:R-HSA-1280218	0.5454545
2950	GO:0001910	REAC:R-HSA-168256	0.7727273
2951	GO:0001910	TF:M01870	0.7272727
2952	GO:0001910	TF:M02278	0.7272727
2953	GO:0001910	TF:M03579	0.7272727
2954	GO:0001910	TF:M07382	0.7272727
2955	GO:0001910	TF:M08775	0.7727273
2956	GO:0001912	GO:0001913	0.7857143
2957	GO:0001912	GO:0001916	1.0000000
2958	GO:0001912	GO:0002250	0.8666667
2959	GO:0001912	GO:0002252	1.0000000
2960	GO:0001912	GO:0002376	1.0000000
2961	GO:0001912	GO:0002483	0.6363636
2962	GO:0001912	GO:0002520	0.6666667
2963	GO:0001912	GO:0002682	1.0000000
2964	GO:0001912	GO:0002683	0.6000000
2965	GO:0001912	GO:0002684	1.0000000
2966	GO:0001912	GO:0002694	0.8000000
2967	GO:0001912	GO:0002696	0.6666667
2968	GO:0001912	GO:0002697	1.0000000
2969	GO:0001912	GO:0002699	0.6000000
2970	GO:0001912	GO:0002819	0.7333333
2971	GO:0001912	GO:0002831	0.6666667
2972	GO:0001912	GO:0002833	0.5333333
2973	GO:0001912	GO:0003674	0.6000000
2974	GO:0001912	GO:0005102	0.7333333
2975	GO:0001912	GO:0005515	1.0000000
2976	GO:0001912	GO:0005768	0.6666667
2977	GO:0001912	GO:0005769	0.5333333
2978	GO:0001912	GO:0005886	0.9333333
2979	GO:0001912	GO:0006950	0.8000000
2980	GO:0001912	GO:0006952	0.7333333
2981	GO:0001912	GO:0006955	1.0000000
2982	GO:0001912	GO:0007154	0.6000000
2983	GO:0001912	GO:0007155	0.6000000
2984	GO:0001912	GO:0007159	0.6000000
2985	GO:0001912	GO:0007165	0.6000000
2986	GO:0001912	GO:0009607	0.8666667
2987	GO:0001912	GO:0009897	0.5333333
2988	GO:0001912	GO:0009986	0.8000000
2989	GO:0001912	GO:0010008	0.6666667
2990	GO:0001912	GO:0012505	0.8666667
2991	GO:0001912	GO:0012506	0.8000000
2992	GO:0001912	GO:0016020	1.0000000
2993	GO:0001912	GO:0019882	0.5333333
2994	GO:0001912	GO:0019883	0.5833333
2995	GO:0001912	GO:0019884	0.5333333
2996	GO:0001912	GO:0022407	0.6000000
2997	GO:0001912	GO:0023052	0.6000000
2998	GO:0001912	GO:0030097	0.6000000
2999	GO:0001912	GO:0030139	0.6000000
3000	GO:0001912	GO:0030154	0.6000000
3001	GO:0001912	GO:0030155	0.6000000
3002	GO:0001912	GO:0030659	0.8000000
3003	GO:0001912	GO:0030666	0.5333333
3004	GO:0001912	GO:0030881	0.8000000
3005	GO:0001912	GO:0031090	0.8000000
3006	GO:0001912	GO:0031341	1.0000000
3007	GO:0001912	GO:0031343	1.0000000
3008	GO:0001912	GO:0031347	0.6666667
3009	GO:0001912	GO:0031410	0.8666667
3010	GO:0001912	GO:0031901	0.5333333
3011	GO:0001912	GO:0031982	0.8666667
3012	GO:0001912	GO:0032101	0.7333333
3013	GO:0001912	GO:0032501	0.8666667
3014	GO:0001912	GO:0032502	0.7333333
3015	GO:0001912	GO:0032879	0.5333333
3016	GO:0001912	GO:0042605	0.5454545
3017	GO:0001912	GO:0042611	0.5714286
3018	GO:0001912	GO:0042612	0.8571429
3019	GO:0001912	GO:0043207	0.8666667
3020	GO:0001912	GO:0043230	0.6666667
3021	GO:0001912	GO:0044419	0.8666667
3022	GO:0001912	GO:0045087	0.6000000
3023	GO:0001912	GO:0045088	0.5333333
3024	GO:0001912	GO:0045321	0.9333333
3025	GO:0001912	GO:0046649	0.8666667
3026	GO:0001912	GO:0048002	0.5333333
3027	GO:0001912	GO:0048518	1.0000000
3028	GO:0001912	GO:0048519	0.7333333
3029	GO:0001912	GO:0048522	1.0000000
3030	GO:0001912	GO:0048523	0.6000000
3031	GO:0001912	GO:0048534	0.6000000
3032	GO:0001912	GO:0048583	1.0000000
3033	GO:0001912	GO:0048584	1.0000000
3034	GO:0001912	GO:0048869	0.6000000
3035	GO:0001912	GO:0050776	1.0000000
3036	GO:0001912	GO:0050778	1.0000000
3037	GO:0001912	GO:0050789	1.0000000
3038	GO:0001912	GO:0050794	1.0000000
3039	GO:0001912	GO:0050863	0.6000000
3040	GO:0001912	GO:0050865	0.8000000
3041	GO:0001912	GO:0050867	0.6666667
3042	GO:0001912	GO:0050896	1.0000000
3043	GO:0001912	GO:0051179	0.6000000
3044	GO:0001912	GO:0051239	0.8000000
3045	GO:0001912	GO:0051240	0.6666667
3046	GO:0001912	GO:0051249	0.8000000
3047	GO:0001912	GO:0051251	0.6666667
3048	GO:0001912	GO:0051707	0.8666667
3049	GO:0001912	GO:0051716	0.6666667
3050	GO:0001912	GO:0065007	1.0000000
3051	GO:0001912	GO:0065010	0.6666667
3052	GO:0001912	GO:0070062	0.6666667
3053	GO:0001912	GO:0071944	0.9333333
3054	GO:0001912	GO:0080134	0.6666667
3055	GO:0001912	GO:0097708	0.8666667
3056	GO:0001912	GO:0098542	0.6666667
3057	GO:0001912	GO:0098552	0.7333333
3058	GO:0001912	GO:0098588	0.8000000
3059	GO:0001912	GO:0098609	0.6000000
3060	GO:0001912	GO:0098797	0.5333333
3061	GO:0001912	GO:1903037	0.6000000
3062	GO:0001912	GO:1903561	0.6666667
3063	GO:0001912	HPA:0040000	0.6666667
3064	GO:0001912	HPA:0040081	0.6666667
3065	GO:0001912	HPA:0040082	0.6000000
3066	GO:0001912	HPA:0300412	0.6000000
3067	GO:0001912	HPA:0310000	0.7333333
3068	GO:0001912	HPA:0310441	0.7333333
3069	GO:0001912	HPA:0310442	0.6000000
3070	GO:0001912	HPA:0310443	0.5333333
3071	GO:0001912	HPA:0461441	0.5333333
3072	GO:0001912	HPA:0461442	0.5333333
3073	GO:0001912	HPA:0461461	0.5333333
3074	GO:0001912	HPA:0461462	0.5333333
3075	GO:0001912	HPA:0471441	0.5333333
3076	GO:0001912	HPA:0471442	0.5333333
3077	GO:0001912	HPA:0471461	0.5333333
3078	GO:0001912	HPA:0471462	0.5333333
3079	GO:0001912	HPA:0530000	0.6666667
3080	GO:0001912	HPA:0530711	0.6666667
3081	GO:0001912	HPA:0530721	0.6000000
3082	GO:0001912	HPA:0600000	0.7333333
3083	GO:0001912	HPA:0600441	0.7333333
3084	GO:0001912	HPA:0600442	0.6000000
3085	GO:0001912	HPA:0600443	0.5333333
3086	GO:0001912	REAC:R-HSA-1236977	0.5555556
3087	GO:0001912	REAC:R-HSA-1280218	0.7333333
3088	GO:0001912	REAC:R-HSA-168256	0.8000000
3089	GO:0001912	TF:M01870	0.6666667
3090	GO:0001912	TF:M02278	0.6666667
3091	GO:0001912	TF:M03579	0.6666667
3092	GO:0001912	TF:M07382	0.6666667
3093	GO:0001912	TF:M08775	0.8000000
3094	GO:0001912	TF:M08775_1	0.6000000
3095	GO:0001912	TF:M11682	0.5333333
3096	GO:0001912	TF:M11683	0.5333333
3097	GO:0001912	TF:M11686	0.5333333
3098	GO:0001912	TF:M11687	0.5333333
3099	GO:0001913	GO:0001916	1.0000000
3100	GO:0001913	GO:0002250	1.0000000
3101	GO:0001913	GO:0002252	1.0000000
3102	GO:0001913	GO:0002376	1.0000000
3103	GO:0001913	GO:0002483	0.6363636
3104	GO:0001913	GO:0002520	0.5714286
3105	GO:0001913	GO:0002682	0.9285714
3106	GO:0001913	GO:0002684	0.9285714
3107	GO:0001913	GO:0002694	0.7142857
3108	GO:0001913	GO:0002696	0.7142857
3109	GO:0001913	GO:0002697	0.8571429
3110	GO:0001913	GO:0002819	0.8571429
3111	GO:0001913	GO:0003674	0.5714286
3112	GO:0001913	GO:0005102	0.5714286
3113	GO:0001913	GO:0005515	1.0000000
3114	GO:0001913	GO:0005768	0.7142857
3115	GO:0001913	GO:0005769	0.5714286
3116	GO:0001913	GO:0005886	0.8571429
3117	GO:0001913	GO:0006950	0.7857143
3118	GO:0001913	GO:0006952	0.7142857
3119	GO:0001913	GO:0006955	1.0000000
3120	GO:0001913	GO:0007154	0.5714286
3121	GO:0001913	GO:0007155	0.5714286
3122	GO:0001913	GO:0007159	0.5714286
3123	GO:0001913	GO:0007165	0.5714286
3124	GO:0001913	GO:0009607	0.7857143
3125	GO:0001913	GO:0009986	0.7142857
3126	GO:0001913	GO:0010008	0.6428571
3127	GO:0001913	GO:0012505	0.9285714
3128	GO:0001913	GO:0012506	0.7857143
3129	GO:0001913	GO:0016020	1.0000000
3130	GO:0001913	GO:0019882	0.5714286
3131	GO:0001913	GO:0019883	0.5833333
3132	GO:0001913	GO:0019884	0.5714286
3133	GO:0001913	GO:0022407	0.5714286
3134	GO:0001913	GO:0022409	0.5714286
3135	GO:0001913	GO:0023052	0.5714286
3136	GO:0001913	GO:0030139	0.6428571
3137	GO:0001913	GO:0030155	0.5714286
3138	GO:0001913	GO:0030659	0.7857143
3139	GO:0001913	GO:0030666	0.5714286
3140	GO:0001913	GO:0030881	0.8000000
3141	GO:0001913	GO:0031090	0.8571429
3142	GO:0001913	GO:0031341	0.9285714
3143	GO:0001913	GO:0031343	0.8571429
3144	GO:0001913	GO:0031410	1.0000000
3145	GO:0001913	GO:0031901	0.5714286
3146	GO:0001913	GO:0031982	1.0000000
3147	GO:0001913	GO:0032101	0.5714286
3148	GO:0001913	GO:0032501	0.8571429
3149	GO:0001913	GO:0032502	0.7142857
3150	GO:0001913	GO:0042605	0.5454545
3151	GO:0001913	GO:0042611	0.5714286
3152	GO:0001913	GO:0042612	0.8571429
3153	GO:0001913	GO:0043207	0.7857143
3154	GO:0001913	GO:0043230	0.7142857
3155	GO:0001913	GO:0044419	0.7857143
3156	GO:0001913	GO:0045321	0.9285714
3157	GO:0001913	GO:0045785	0.5714286
3158	GO:0001913	GO:0046649	0.7857143
3159	GO:0001913	GO:0048002	0.5714286
3160	GO:0001913	GO:0048518	1.0000000
3161	GO:0001913	GO:0048519	0.7142857
3162	GO:0001913	GO:0048522	1.0000000
3163	GO:0001913	GO:0048523	0.6428571
3164	GO:0001913	GO:0048583	0.9285714
3165	GO:0001913	GO:0048584	0.9285714
3166	GO:0001913	GO:0048585	0.5714286
3167	GO:0001913	GO:0050776	0.8571429
3168	GO:0001913	GO:0050778	0.7857143
3169	GO:0001913	GO:0050789	1.0000000
3170	GO:0001913	GO:0050794	1.0000000
3171	GO:0001913	GO:0050863	0.5714286
3172	GO:0001913	GO:0050865	0.7142857
3173	GO:0001913	GO:0050867	0.7142857
3174	GO:0001913	GO:0050896	1.0000000
3175	GO:0001913	GO:0051239	0.7857143
3176	GO:0001913	GO:0051240	0.6428571
3177	GO:0001913	GO:0051249	0.6428571
3178	GO:0001913	GO:0051251	0.6428571
3179	GO:0001913	GO:0051707	0.7857143
3180	GO:0001913	GO:0051716	0.6428571
3181	GO:0001913	GO:0065007	1.0000000
3182	GO:0001913	GO:0065010	0.7142857
3183	GO:0001913	GO:0070062	0.7142857
3184	GO:0001913	GO:0071944	0.9285714
3185	GO:0001913	GO:0097708	1.0000000
3186	GO:0001913	GO:0098542	0.5714286
3187	GO:0001913	GO:0098552	0.7142857
3188	GO:0001913	GO:0098588	0.8571429
3189	GO:0001913	GO:0098609	0.5714286
3190	GO:0001913	GO:0098797	0.5714286
3191	GO:0001913	GO:1903037	0.5714286
3192	GO:0001913	GO:1903039	0.5714286
3193	GO:0001913	GO:1903561	0.7142857
3194	GO:0001913	HPA:0040000	0.6428571
3195	GO:0001913	HPA:0040081	0.6428571
3196	GO:0001913	HPA:0300412	0.5714286
3197	GO:0001913	HPA:0310000	0.7142857
3198	GO:0001913	HPA:0310441	0.7142857
3199	GO:0001913	HPA:0310442	0.7142857
3200	GO:0001913	HPA:0530000	0.7142857
3201	GO:0001913	HPA:0530711	0.7142857
3202	GO:0001913	HPA:0530721	0.6428571
3203	GO:0001913	HPA:0600000	0.7142857
3204	GO:0001913	HPA:0600441	0.7142857
3205	GO:0001913	HPA:0600442	0.6428571
3206	GO:0001913	REAC:R-HSA-1236977	0.5555556
3207	GO:0001913	REAC:R-HSA-1280215	0.5714286
3208	GO:0001913	REAC:R-HSA-1280218	0.6428571
3209	GO:0001913	REAC:R-HSA-168256	0.7142857
3210	GO:0001913	TF:M01870	0.6428571
3211	GO:0001913	TF:M02278	0.6428571
3212	GO:0001913	TF:M03579	0.6428571
3213	GO:0001913	TF:M07382	0.6428571
3214	GO:0001913	TF:M08775	0.7857143
3215	GO:0001913	TF:M11683	0.5714286
3216	GO:0001913	TF:M11686	0.5714286
3217	GO:0001916	GO:0002250	1.0000000
3218	GO:0001916	GO:0002252	1.0000000
3219	GO:0001916	GO:0002376	1.0000000
3220	GO:0001916	GO:0002474	0.5454545
3221	GO:0001916	GO:0002478	0.6363636
3222	GO:0001916	GO:0002483	0.6363636
3223	GO:0001916	GO:0002520	0.6363636
3224	GO:0001916	GO:0002682	1.0000000
3225	GO:0001916	GO:0002683	0.5454545
3226	GO:0001916	GO:0002684	1.0000000
3227	GO:0001916	GO:0002694	0.7272727
3228	GO:0001916	GO:0002696	0.7272727
3229	GO:0001916	GO:0002697	1.0000000
3230	GO:0001916	GO:0002699	0.6363636
3231	GO:0001916	GO:0002819	1.0000000
3232	GO:0001916	GO:0002831	0.5454545
3233	GO:0001916	GO:0003674	0.6363636
3234	GO:0001916	GO:0003823	0.5454545
3235	GO:0001916	GO:0005102	0.7272727
3236	GO:0001916	GO:0005515	1.0000000
3237	GO:0001916	GO:0005768	0.8181818
3238	GO:0001916	GO:0005769	0.7272727
3239	GO:0001916	GO:0005886	0.9090909
3240	GO:0001916	GO:0006950	0.7272727
3241	GO:0001916	GO:0006952	0.6363636
3242	GO:0001916	GO:0006955	1.0000000
3243	GO:0001916	GO:0007154	0.5454545
3244	GO:0001916	GO:0007155	0.6363636
3245	GO:0001916	GO:0007159	0.6363636
3246	GO:0001916	GO:0007165	0.5454545
3247	GO:0001916	GO:0009607	0.8181818
3248	GO:0001916	GO:0009897	0.5454545
3249	GO:0001916	GO:0009986	0.8181818
3250	GO:0001916	GO:0010008	0.8181818
3251	GO:0001916	GO:0012505	1.0000000
3252	GO:0001916	GO:0012506	0.9090909
3253	GO:0001916	GO:0016020	1.0000000
3254	GO:0001916	GO:0019882	0.7272727
3255	GO:0001916	GO:0019883	0.6363636
3256	GO:0001916	GO:0019884	0.7272727
3257	GO:0001916	GO:0022407	0.6363636
3258	GO:0001916	GO:0022409	0.6363636
3259	GO:0001916	GO:0023052	0.5454545
3260	GO:0001916	GO:0030097	0.5454545
3261	GO:0001916	GO:0030139	0.7272727
